"phone_id";"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"touchscreen";"ips_panel";"cpu_brand";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price"
213;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";2.0;4;"HDD";500;0;"Intel";"N/A";2.0;18594.72
214;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";2.5;8;"SSD";256;0;"Intel";"N/A";2.0;29250.72
215;"Huawei";"Ultrabook";13.0;2160;1440;0;1;"Intel";2.7;8;"SSD";512;0;"Intel";"windows";1.0;79866.72
216;"Dell";"Ultrabook";13.3;1920;1080;0;1;"Intel";1.8;8;"SSD";256;0;"AMD";"windows";1.0;49650.5664
217;"Lenovo";"Notebook";17.3;1600;900;0;0;"Intel";2.5;8;"HDD";1024;0;"Nvidia";"N/A";2.0;31381.92
218;"HP";"Notebook";14.0;1920;1080;0;0;"Intel";1.8;8;"SSD";256;0;"Nvidia";"windows";1.0;54931.68
219;"Dell";"Ultrabook";14.0;1920;1080;0;0;"Intel";1.6;8;"SSD";256;0;"Intel";"windows";1.0;61218.72
220;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";1.8;16;"SSD";512;0;"Intel";"windows";1.0;68145.12
221;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";1.6;8;"SSD";256;0;"AMD";"linux";2.0;36089.208
222;"Lenovo";"2 in 1 Convertible";14.0;1920;1080;0;1;"Intel";1.6;8;"SSD";256;0;"Intel";"windows";1.0;47898.72
223;"Toshiba";"Ultrabook";13.3;1920;1080;0;0;"Intel";2.5;8;"SSD";256;0;"Intel";"windows";1.0;72620.64
224;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";1.6;8;"HDD";1024;0;"Intel";"windows";2.0;42304.32
225;"Dell";"Gaming";17.3;1920;1080;0;1;"Intel";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";4.0;130873.7952
226;"Acer";"Notebook";15.6;1920;1080;0;0;"Intel";2.7;8;"SSD";256;0;"Nvidia";"windows";2.0;44328.96
227;"Dell";"Notebook";15.6;1920;1080;1;0;"Intel";2.7;16;"HDD";1024;0;"AMD";"windows";2.0;45768.0528
228;"Asus";"Notebook";15.6;1920;1080;0;0;"Intel";2.5;8;"SSD";256;0;"Nvidia";"windows";2.0;40972.32
229;"Asus";"Notebook";17.3;1920;1080;0;0;"Intel";2.5;8;"Hybrid";256;500;"Nvidia";"windows";2.0;47472.48
230;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";2.7;8;"HDD";1024;0;"AMD";"windows";1.0;67612.32
231;"Asus";"Notebook";15.6;1366;768;0;0;"Intel";2.4;4;"HDD";1024;0;"Intel";"windows";2.0;21258.1872
232;"HP";"Notebook";15.6;1366;768;0;0;"AMD";1.5;4;"HDD";500;0;"AMD";"windows";2.0;17582.4
233;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";3.0;79866.72
234;"Dell";"Notebook";14.0;1920;1080;0;0;"Intel";2.5;8;"SSD";256;0;"Intel";"windows";1.0;45767.52
235;"Acer";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";2.3;8;"SSD";256;0;"Intel";"windows";1.0;36709.92
236;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";2.7;16;"SSD";256;0;"AMD";"linux";2.0;47898.72
237;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";2.0;4;"HDD";1024;0;"Intel";"linux";2.0;20779.2
238;"Asus";"Notebook";15.6;1920;1080;0;0;"AMD";2.5;4;"Hybrid";128;1024;"AMD";"windows";2.0;30636.0
239;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";2.9;32;"Hybrid";512;1024;"Nvidia";"windows";4.0;207259.2
240;"Acer";"Gaming";15.6;1920;1080;0;1;"Intel";2.5;8;"SSD";256;0;"Nvidia";"windows";2.0;45074.88
241;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";2.0;8;"SSD";128;0;"Intel";"windows";7.0;31381.92
242;"Asus";"Notebook";17.3;1920;1080;0;0;"Intel";1.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.0;61005.6
243;"Asus";"Notebook";17.3;1920;1080;0;0;"Intel";2.7;8;"Hybrid";128;1024;"Nvidia";"N/A";2.0;47365.92
244;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";2.5;8;"SSD";256;0;"Nvidia";"windows";2.0;46833.12
245;"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;1;"Intel";2.7;8;"SSD";256;0;"Intel";"windows";1.0;57489.12
246;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";1.8;8;"Hybrid";128;2048;"AMD";"windows";2.0;52480.8
247;"HP";"Notebook";15.6;1366;768;1;0;"Intel";2.5;8;"HDD";1024;0;"Intel";"windows";2.0;29783.52
248;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";2.9;16;"SSD";256;0;"Nvidia";"windows";3.0;159786.72
249;"HP";"Notebook";13.3;1920;1080;0;1;"Intel";1.6;4;"HDD";500;0;"Intel";"windows";1.0;35964.0
250;"Apple";"Ultrabook";13.3;2560;1600;0;1;"Intel";3.1;8;"SSD";512;0;"Intel";"macos";1.0;108691.2
251;"Dell";"2 in 1 Convertible";15.6;1920;1080;1;1;"Intel";1.8;8;"HDD";1024;0;"Intel";"windows";2.0;43636.32
252;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";4.0;95850.72
253;"Asus";"Notebook";15.6;1366;768;0;0;"AMD";3.0;4;"HDD";1024;0;"AMD";"windows";1.0;24988.32
254;"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;1;"Intel";1.8;8;"SSD";512;0;"Intel";"windows";1.0;98514.72
255;"Acer";"Notebook";17.3;1920;1080;0;1;"Intel";2.7;4;"SSD";256;0;"Nvidia";"windows";3.0;37402.56
256;"Dell";"Ultrabook";13.3;1920;1080;0;0;"Intel";1.6;8;"SSD";256;0;"Intel";"windows";1.0;50562.72
257;"HP";"Notebook";15.6;1366;768;0;0;"AMD";2.5;8;"SSD";128;0;"AMD";"windows";1.0;23757.552
258;"HP";"Notebook";17.3;1920;1080;0;1;"Intel";1.8;16;"HDD";1024;0;"Nvidia";"windows";2.0;56423.52
259;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";2.8;16;"Hybrid";512;1024;"Nvidia";"windows";4.0;133146.72
260;"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;1;"Intel";2.8;8;"SSD";512;0;"Nvidia";"windows";2.0;90522.72
261;"Dell";"Notebook";17.3;1920;1080;0;0;"Intel";1.8;8;"Hybrid";128;1024;"AMD";"windows";2.0;60845.76
262;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";2.0;4;"SSD";256;0;"Intel";"N/A";2.0;23656.32
263;"HP";"Notebook";15.6;1920;1080;0;1;"Intel";1.6;4;"HDD";500;0;"Intel";"windows";2.0;38468.16
264;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";2.5;4;"HDD";1024;0;"Intel";"windows";2.0;35004.96
265;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";2.5;8;"HDD";1024;0;"AMD";"windows";2.0;30103.2
266;"Dell";"2 in 1 Convertible";15.6;1920;1080;1;0;"Intel";1.6;8;"SSD";256;0;"Intel";"windows";2.0;42570.72
267;"Asus";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";1.8;8;"SSD";512;512;"Intel";"windows";4.0;79866.72
269;"HP";"Notebook";17.3;1920;1080;0;0;"Intel";1.8;8;"HDD";1024;0;"Nvidia";"windows";2.0;54239.04
270;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";1.8;8;"SSD";256;0;"Intel";"windows";2.0;46886.4
271;"Apple";"Ultrabook";13.3;2560;1600;0;1;"Intel";2.9;8;"SSD";512;0;"Intel";"macos";1.0;104370.192
272;"Asus";"Gaming";17.3;1920;1080;0;0;"AMD";3.0;16;"Hybrid";256;1024;"AMD";"windows";3.0;82530.72
273;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";1.8;8;"SSD";256;0;"AMD";"linux";2.0;39164.5296
274;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;0;"Intel";2.6;16;"SSD";512;0;"Intel";"windows";1.0;133146.72
275;"Toshiba";"Notebook";15.6;1366;768;0;0;"Intel";2.5;8;"HDD";500;0;"Nvidia";"windows";2.0;43263.36
276;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";2.7;12;"HDD";1024;0;"Intel";"windows";2.0;37992.3696
277;"Dell";"Notebook";17.3;1920;1080;0;0;"Intel";1.8;8;"Hybrid";128;1024;"AMD";"linux";2.0;58554.72
278;"Acer";"Notebook";15.6;1920;1080;0;1;"Intel";1.8;8;"HDD";1024;0;"Nvidia";"windows";2.0;39693.6
279;"Lenovo";"Notebook";17.3;1600;900;0;0;"Intel";2.0;4;"HDD";1024;0;"Intel";"windows";2.0;26053.92
280;"Lenovo";"Notebook";17.3;1920;1080;0;0;"Intel";1.8;8;"HDD";2048;0;"Nvidia";"N/A";2.0;45234.72
281;"Lenovo";"Notebook";17.3;1600;900;0;0;"Intel";2.7;6;"Hybrid";128;1024;"Nvidia";"windows";2.0;45767.52
282;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";2.0;4;"HDD";1024;0;"AMD";"linux";2.0;22803.84
283;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";2.5;8;"SSD";256;0;"Nvidia";"windows";2.0;44169.12
284;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";2.5;6;"SSD";256;0;"Intel";"windows";2.0;30849.12
285;"Acer";"Notebook";15.6;1920;1080;0;1;"Intel";1.8;8;"SSD";256;0;"Nvidia";"windows";3.0;50669.28
286;"Acer";"Notebook";15.6;1920;1080;1;1;"Intel";2.7;12;"HDD";1024;0;"Intel";"windows";2.0;35111.52
287;"Lenovo";"Notebook";15.6;1920;1080;0;1;"Intel";2.7;8;"SSD";256;0;"Intel";"windows";1.0;58448.16
288;"Asus";"Ultrabook";15.6;1920;1080;0;0;"Intel";2.5;8;"SSD";256;0;"Nvidia";"windows";1.0;52054.56
289;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.0;62817.12
290;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";2.7;8;"HDD";1024;0;"Nvidia";"N/A";2.0;35112.0528
291;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";1.5;2;"SSD";16;0;"Intel";"Other";2.0;10602.72
292;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";2.8;8;"HDD";1024;0;"Nvidia";"windows";3.0;63243.36
293;"HP";"Notebook";17.3;1600;900;0;0;"Intel";2.0;8;"HDD";1024;0;"Intel";"windows";2.0;26053.92
294;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";2.8;8;"SSD";256;0;"Nvidia";"windows";2.0;97449.12
295;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";1.6;8;"SSD";256;0;"Intel";"windows";2.0;39373.92
296;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";2.8;8;"HDD";1024;0;"Nvidia";"windows";3.0;69210.72
297;"Acer";"Notebook";15.6;1920;1080;0;0;"Intel";2.8;8;"SSD";256;0;"Nvidia";"linux";2.0;52161.12
298;"Dell";"Workstation";17.3;1920;1080;0;0;"Intel";2.9;16;"SSD";256;0;"Nvidia";"windows";3.0;153705.3408
299;"Lenovo";"Notebook";15.6;1920;1080;0;0;"AMD";2.4;6;"HDD";1024;0;"AMD";"windows";2.0;26586.72
300;"Asus";"Ultrabook";15.6;1920;1080;0;0;"Intel";2.7;16;"SSD";512;0;"Nvidia";"windows";1.0;78215.04
301;"Asus";"Notebook";14.0;1366;768;0;0;"Intel";2.4;4;"SSD";128;0;"Intel";"windows";1.0;27119.52
302;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.0;113060.16
303;"Lenovo";"Notebook";17.3;1600;900;0;0;"Intel";2.5;6;"HDD";1024;0;"Nvidia";"windows";5.0;34578.72
304;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";2.5;8;"HDD";2048;0;"Nvidia";"N/A";2.0;29250.72
305;"Asus";"Gaming";15.6;1920;1080;0;0;"Intel";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.0;67399.2
306;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";1.1;4;"HDD";1024;0;"Intel";"N/A";2.0;19180.2672
307;"HP";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";2.8;16;"SSD";256;0;"Intel";"windows";1.0;105228.0
308;"Toshiba";"Notebook";15.6;1920;1080;0;1;"Intel";2.5;8;"SSD";256;0;"Nvidia";"windows";2.0;55571.04
309;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";2.5;8;"Hybrid";128;1024;"Nvidia";"windows";2.0;43636.32
310;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";2.0;4;"HDD";1024;0;"Intel";"windows";1.0;24988.32
311;"Lenovo";"Notebook";13.3;1920;1080;0;1;"Intel";2.5;8;"SSD";256;0;"Intel";"windows";1.0;53226.72
312;"Dell";"Ultrabook";13.3;3840;2160;1;1;"Intel";1.8;16;"SSD";1024;0;"Intel";"windows";1.0;133146.72
313;"MSI";"Gaming";15.6;1920;1080;0;1;"Intel";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.0;111834.72
314;"Acer";"Notebook";15.6;1920;1080;0;0;"AMD";2.2;8;"SSD";256;0;"AMD";"windows";2.0;24988.32
315;"Asus";"2 in 1 Convertible";11.6;1366;768;1;0;"Intel";1.1;2;"Flash Storage";32;0;"Intel";"windows";1.0;14652.0
316;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";1.6;8;"Hybrid";128;1024;"AMD";"windows";2.0;44968.32
317;"HP";"2 in 1 Convertible";13.3;3840;2160;1;1;"Intel";1.8;16;"SSD";1024;0;"Intel";"windows";1.0;130482.72
318;"Lenovo";"Notebook";13.3;1366;768;0;0;"Intel";1.6;4;"Flash Storage";16;0;"Intel";"Other";1.0;24503.472
319;"HP";"Notebook";14.0;1920;1080;0;0;"Intel";2.5;8;"SSD";256;0;"Intel";"windows";1.0;52214.4
320;"Acer";"Notebook";11.6;1366;768;0;0;"Intel";1.6;4;"Flash Storage";128;0;"Intel";"windows";1.0;25840.8
321;"HP";"Notebook";14.0;1920;1080;0;0;"Intel";2.7;8;"SSD";256;0;"Intel";"windows";1.0;68837.76
322;"Lenovo";"Notebook";17.3;1600;900;0;0;"Intel";2.5;4;"HDD";1024;0;"Nvidia";"windows";2.0;31381.92
323;"Asus";"Notebook";14.0;1920;1080;0;0;"Intel";2.7;8;"SSD";256;0;"Intel";"windows";2.0;58288.32
324;"HP";"Notebook";15.6;1366;768;0;1;"Intel";1.8;8;"HDD";1024;0;"Intel";"windows";2.0;48058.56
325;"Acer";"Notebook";15.6;1366;768;0;0;"AMD";2.7;8;"SSD";256;0;"AMD";"windows";2.0;35111.52
326;"Lenovo";"Notebook";14.0;1366;768;0;0;"Intel";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.0;15557.76
327;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";2.5;6;"HDD";1024;0;"Intel";"windows";8.0;29250.72
328;"Asus";"Ultrabook";15.6;1920;1080;0;0;"Intel";2.7;8;"SSD";256;0;"Nvidia";"windows";1.0;55938.672
329;"HP";"Ultrabook";12.5;1920;1080;0;0;"Intel";2.7;8;"SSD";256;0;"Intel";"windows";1.0;71128.8
330;"Dell";"Notebook";15.6;3840;2160;1;0;"Intel";2.8;32;"SSD";1024;0;"Nvidia";"windows";2.0;140605.92
331;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";2.8;8;"Hybrid";256;1024;"Nvidia";"windows";2.0;63882.72
332;"Toshiba";"Notebook";15.6;1920;1080;0;1;"Intel";2.5;8;"SSD";256;0;"Intel";"windows";2.0;50243.04
333;"Asus";"Notebook";14.0;1920;1080;0;0;"Intel";2.7;8;"Hybrid";256;1024;"Intel";"windows";2.0;71075.52
334;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";2.0;4;"HDD";1024;0;"Intel";"windows";1.0;23922.72
335;"Asus";"Gaming";15.6;1920;1080;0;0;"Intel";2.8;8;"SSD";256;0;"Nvidia";"windows";2.0;53226.72
336;"HP";"Notebook";14.0;1920;1080;0;0;"Intel";2.6;8;"SSD";256;0;"Intel";"windows";1.0;67559.04
338;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";2.5;8;"SSD";256;0;"Intel";"windows";1.0;60952.32
339;"Asus";"Notebook";15.6;1366;768;0;0;"Intel";1.1;4;"HDD";1024;0;"Intel";"linux";2.0;14651.4672
340;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";1.6;8;"SSD";256;0;"Nvidia";"windows";2.0;60885.72
341;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";1.6;4;"HDD";500;0;"Intel";"linux";2.0;14646.672
342;"Lenovo";"Notebook";15.6;1920;1080;0;0;"AMD";3.6;12;"HDD";2048;0;"AMD";"windows";2.0;47898.72
343;"HP";"Notebook";15.6;1920;1080;0;1;"Intel";2.4;8;"HDD";1024;0;"Nvidia";"windows";2.0;38148.48
344;"Lenovo";"2 in 1 Convertible";13.9;3840;2160;1;1;"Intel";1.8;16;"SSD";512;0;"Intel";"windows";1.0;111834.72
345;"Dell";"Ultrabook";13.3;1920;1080;0;0;"Intel";1.8;8;"SSD";256;0;"Intel";"windows";1.0;84129.12
346;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";2.8;16;"Hybrid";256;2048;"Nvidia";"windows";2.0;60153.12
347;"HP";"Notebook";14.0;1366;768;0;0;"Intel";1.6;2;"Flash Storage";32;0;"Intel";"windows";1.0;14865.12
348;"Dell";"Ultrabook";15.6;1920;1080;0;0;"Intel";1.9;16;"SSD";512;256;"Intel";"windows";1.0;85672.1088
349;"Asus";"2 in 1 Convertible";11.6;1366;768;1;0;"Intel";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.0;19980.0
350;"Dell";"Ultrabook";15.6;1920;1080;0;0;"Intel";1.6;8;"HDD";1024;0;"AMD";"windows";0.0;35324.64
352;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";2.7;8;"SSD";256;0;"Intel";"windows";1.0;69477.12
353;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.0;75071.52
354;"HP";"Workstation";15.6;1920;1080;0;0;"Intel";2.8;8;"SSD";256;0;"Nvidia";"windows";2.0;92615.0256
355;"Toshiba";"Notebook";15.6;1920;1080;0;1;"Intel";2.5;16;"SSD";512;0;"Nvidia";"windows";2.0;74751.84
356;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";1.8;8;"Hybrid";128;2048;"AMD";"windows";2.0;51729.552
357;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";1.1;4;"HDD";1024;0;"Intel";"N/A";2.0;17155.6272
358;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";2.5;8;"HDD";1024;0;"Nvidia";"windows";2.0;53226.72
359;"Dell";"Notebook";15.6;1366;768;1;0;"Intel";2.5;8;"HDD";2048;0;"Intel";"windows";2.0;29696.6736
360;"Dell";"Notebook";14.0;1920;1080;0;0;"Intel";2.6;8;"SSD";256;0;"Intel";"windows";1.0;76030.56
361;"HP";"Notebook";15.6;1366;768;0;0;"Intel";2.0;4;"HDD";500;0;"Intel";"windows";1.0;23389.92
362;"Asus";"Notebook";14.0;1920;1080;0;0;"Intel";2.5;8;"SSD";256;0;"Intel";"windows";2.0;50349.6
363;"Lenovo";"Notebook";17.3;1600;900;0;0;"Intel";2.5;6;"Hybrid";128;1024;"Nvidia";"windows";2.0;38308.32
364;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";2.5;8;"HDD";1024;0;"Intel";"windows";1.0;34045.92
365;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";2.0;8;"SSD";256;0;"Nvidia";"N/A";2.0;26586.72
366;"HP";"Notebook";15.6;1366;768;0;0;"Intel";1.6;8;"HDD";2048;0;"Intel";"windows";2.0;20725.92
367;"Dell";"Notebook";17.3;1920;1080;0;0;"Intel";1.6;8;"Hybrid";128;1024;"AMD";"windows";2.0;57808.8
368;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";2.5;8;"Hybrid";128;1024;"Nvidia";"N/A";2.0;43103.52
369;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";2.7;8;"SSD";256;0;"AMD";"windows";2.0;47898.72
370;"HP";"Ultrabook";14.0;1920;1080;0;1;"Intel";2.7;8;"SSD";256;0;"Intel";"windows";1.0;93240.0
371;"Asus";"2 in 1 Convertible";15.6;1920;1080;1;0;"Intel";2.7;12;"Hybrid";512;2048;"Nvidia";"windows";2.0;58554.72
372;"Acer";"Notebook";15.6;1366;768;0;0;"AMD";3.0;4;"SSD";128;0;"AMD";"windows";2.0;22697.28
373;"Asus";"Gaming";17.3;1920;1080;0;1;"AMD";3.0;16;"Hybrid";256;1024;"AMD";"windows";3.0;117162.72
374;"Lenovo";"Notebook";17.3;1600;900;0;0;"AMD";2.2;4;"SSD";128;0;"AMD";"windows";2.0;26053.92
375;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";1.8;8;"SSD";256;0;"Intel";"windows";1.0;46300.8528
376;"HP";"Notebook";15.6;1920;1080;0;0;"AMD";3.0;4;"SSD";256;0;"AMD";"windows";1.0;26053.3872
377;"Lenovo";"Netbook";11.6;1366;768;0;1;"Intel";1.1;4;"SSD";128;0;"Intel";"windows";1.0;29463.84
378;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";1.6;4;"HDD";500;0;"Intel";"windows";1.0;16463.52
379;"Asus";"Notebook";14.0;1366;768;0;0;"Intel";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.0;15238.08
380;"Acer";"Notebook";15.6;1920;1080;0;0;"Intel";2.8;8;"HDD";1024;0;"Nvidia";"linux";2.0;45074.88
381;"HP";"Gaming";17.3;1920;1080;0;1;"Intel";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";3.0;63456.48
382;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";2.0;4;"SSD";128;0;"Intel";"N/A";1.0;21498.48
383;"Asus";"Gaming";15.6;1920;1080;0;1;"Intel";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.0;88178.4
384;"Lenovo";"Notebook";14.0;1920;1080;0;1;"Intel";2.5;8;"SSD";256;0;"Nvidia";"windows";1.0;58554.72
385;"Asus";"Ultrabook";13.3;1920;1080;1;0;"Intel";2.7;16;"SSD";512;0;"Intel";"windows";1.0;93181.392
386;"Lenovo";"Ultrabook";14.0;2560;1440;0;1;"Intel";2.7;8;"SSD";512;0;"Intel";"windows";1.0;121584.96
387;"Lenovo";"Notebook";13.3;1920;1080;0;1;"Intel";2.4;4;"SSD";128;0;"Intel";"windows";1.0;29250.72
388;"Dell";"Workstation";15.6;1920;1080;0;0;"Intel";2.6;8;"HDD";500;0;"AMD";"windows";2.0;72940.32
389;"Dell";"Workstation";15.6;1920;1080;0;1;"Intel";2.7;8;"SSD";256;0;"Nvidia";"windows";2.0;113752.8
390;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;0;"Intel";2.7;16;"SSD";512;0;"Intel";"windows";1.0;133679.52
391;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";2.8;8;"HDD";1024;0;"Nvidia";"windows";3.0;55357.92
392;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";3.0;84768.48
393;"Acer";"Notebook";15.6;1366;768;0;1;"Intel";1.6;12;"HDD";1024;0;"Nvidia";"windows";2.0;36975.7872
394;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";2.8;8;"SSD";256;0;"Nvidia";"windows";2.0;71874.72
395;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";2.7;8;"SSD";256;0;"AMD";"linux";2.0;41498.1936
396;"HP";"Ultrabook";15.6;1920;1080;0;0;"AMD";3.0;4;"SSD";256;0;"AMD";"windows";1.0;26586.72
397;"Lenovo";"Notebook";15.6;1920;1080;0;1;"Intel";1.8;8;"SSD";256;0;"AMD";"windows";2.0;65510.9568
398;"Lenovo";"Notebook";14.0;1920;1080;0;1;"Intel";2.5;8;"SSD";256;0;"Intel";"windows";1.0;49976.64
399;"Dell";"Workstation";15.6;3840;2160;1;0;"Intel";2.8;8;"SSD";256;0;"Nvidia";"windows";1.0;144495.36
400;"Lenovo";"Ultrabook";14.0;2560;1440;0;1;"Intel";2.7;16;"SSD";1024;0;"Intel";"windows";1.0;139860.0
401;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";1.1;4;"HDD";1024;0;"Intel";"windows";2.0;16303.68
402;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.0;81465.12
403;"Lenovo";"Notebook";25.6;1920;1080;0;1;"Intel";1.6;8;"Hybrid";256;1024;"AMD";"windows";2.0;60978.96
404;"Acer";"Notebook";15.6;1920;1080;0;0;"Intel";2.8;8;"SSD";256;0;"Nvidia";"linux";2.0;46833.12
405;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.0;119826.72
406;"Asus";"Ultrabook";14.0;1920;1080;0;0;"Intel";2.7;8;"SSD";512;0;"Intel";"windows";1.0;99793.44
407;"Toshiba";"Ultrabook";13.3;1920;1080;0;0;"Intel";2.5;16;"SSD";512;0;"Intel";"windows";1.0;93080.16
408;"Dell";"Ultrabook";14.0;1920;1080;0;0;"Intel";2.8;8;"SSD";512;0;"Intel";"windows";1.0;89510.4
409;"Lenovo";"Notebook";35.6;1920;1080;0;0;"Intel";2.0;4;"HDD";500;0;"Intel";"windows";2.0;21791.52
410;"Lenovo";"Notebook";11.6;1366;768;0;0;"Intel";1.1;2;"Flash Storage";32;0;"Intel";"windows";1.0;16221.096
411;"Lenovo";"Workstation";15.6;1920;1080;0;0;"Intel";2.8;8;"SSD";512;0;"Nvidia";"windows";2.0;102564.0
412;"Lenovo";"Ultrabook";14.0;2560;1440;0;1;"Intel";2.8;8;"SSD";512;0;"Nvidia";"windows";1.0;103523.04
413;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";2.0;4;"HDD";1024;0;"AMD";"windows";2.0;24988.32
414;"Acer";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";2.5;8;"SSD";256;0;"Intel";"windows";1.0;42038.4528
415;"Asus";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";2.5;8;"SSD";256;0;"Intel";"windows";1.0;49443.84
416;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";2.5;4;"SSD";256;0;"AMD";"linux";2.0;31909.392
417;"Dell";"Notebook";13.3;1366;768;0;0;"Intel";2.0;4;"SSD";128;0;"Intel";"windows";1.0;36709.92
418;"HP";"Ultrabook";14.0;1920;1080;0;0;"Intel";2.5;8;"SSD";256;0;"Intel";"windows";1.0;79920.0
419;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";2.5;8;"HDD";1024;0;"Intel";"windows";2.0;28768.536
